timestamp,index,util_gpu,util_mem,mem_used_MB,mem_total_MB,power_W,sm_clock_MHz,mem_clock_MHz,temp_C,pstate
2026/04/23 01:07:21.336, 0, 0, 0, 139701, 143771, 118.11, 1980, 3201, 36, P0
2026/04/23 01:07:21.353, 1, 0, 0, 136096, 143771, 117.10, 1980, 3201, 33, P0
2026/04/23 01:07:21.361, 2, 0, 0, 136096, 143771, 116.80, 1980, 3201, 34, P0
2026/04/23 01:07:21.369, 3, 0, 0, 136096, 143771, 121.31, 1980, 3201, 34, P0
2026/04/23 01:07:21.377, 4, 0, 0, 136096, 143771, 121.20, 1980, 3201, 35, P0
2026/04/23 01:07:21.385, 5, 0, 0, 136096, 143771, 117.25, 1980, 3201, 32, P0
2026/04/23 01:07:21.394, 6, 0, 0, 136096, 143771, 116.80, 1980, 3201, 35, P0
2026/04/23 01:07:21.402, 7, 0, 0, 135424, 143771, 116.53, 1980, 3201, 31, P0
2026/04/23 01:07:22.411, 0, 0, 0, 139701, 143771, 118.09, 1980, 3201, 36, P0
2026/04/23 01:07:22.411, 1, 0, 0, 136096, 143771, 117.05, 1980, 3201, 33, P0
2026/04/23 01:07:22.411, 2, 0, 0, 136096, 143771, 116.77, 1980, 3201, 34, P0
2026/04/23 01:07:22.411, 3, 0, 0, 136096, 143771, 121.33, 1980, 3201, 34, P0
2026/04/23 01:07:22.411, 4, 0, 0, 136096, 143771, 121.26, 1980, 3201, 35, P0
2026/04/23 01:07:22.411, 5, 0, 0, 136096, 143771, 117.26, 1980, 3201, 32, P0
2026/04/23 01:07:22.411, 6, 0, 0, 136096, 143771, 116.78, 1980, 3201, 35, P0
2026/04/23 01:07:22.411, 7, 0, 0, 135424, 143771, 116.68, 1980, 3201, 31, P0
2026/04/23 01:07:23.411, 0, 0, 0, 139701, 143771, 118.09, 1980, 3201, 36, P0
2026/04/23 01:07:23.411, 1, 0, 0, 136096, 143771, 117.09, 1980, 3201, 33, P0
2026/04/23 01:07:23.411, 2, 0, 0, 136096, 143771, 116.81, 1980, 3201, 34, P0
2026/04/23 01:07:23.411, 3, 0, 0, 136096, 143771, 121.31, 1980, 3201, 34, P0
2026/04/23 01:07:23.411, 4, 0, 0, 136096, 143771, 121.25, 1980, 3201, 35, P0
2026/04/23 01:07:23.411, 5, 0, 0, 136096, 143771, 117.25, 1980, 3201, 32, P0
2026/04/23 01:07:23.411, 6, 0, 0, 136096, 143771, 116.79, 1980, 3201, 35, P0
2026/04/23 01:07:23.411, 7, 0, 0, 135424, 143771, 116.59, 1980, 3201, 31, P0
2026/04/23 01:07:24.411, 0, 0, 0, 139701, 143771, 118.09, 1980, 3201, 36, P0
2026/04/23 01:07:24.412, 1, 0, 0, 136096, 143771, 117.10, 1980, 3201, 33, P0
2026/04/23 01:07:24.412, 2, 0, 0, 136096, 143771, 116.78, 1980, 3201, 34, P0
2026/04/23 01:07:24.412, 3, 0, 0, 136096, 143771, 121.30, 1980, 3201, 34, P0
2026/04/23 01:07:24.412, 4, 0, 0, 136096, 143771, 121.23, 1980, 3201, 35, P0
2026/04/23 01:07:24.412, 5, 0, 0, 136096, 143771, 117.29, 1980, 3201, 32, P0
2026/04/23 01:07:24.412, 6, 0, 0, 136096, 143771, 116.83, 1980, 3201, 35, P0
2026/04/23 01:07:24.412, 7, 0, 0, 135424, 143771, 116.65, 1980, 3201, 31, P0
2026/04/23 01:07:25.412, 0, 0, 0, 139701, 143771, 118.07, 1980, 3201, 36, P0
2026/04/23 01:07:25.412, 1, 0, 0, 136096, 143771, 117.12, 1980, 3201, 33, P0
2026/04/23 01:07:25.412, 2, 0, 0, 136096, 143771, 116.75, 1980, 3201, 34, P0
2026/04/23 01:07:25.412, 3, 0, 0, 136096, 143771, 121.30, 1980, 3201, 34, P0
2026/04/23 01:07:25.412, 4, 0, 0, 136096, 143771, 121.21, 1980, 3201, 35, P0
2026/04/23 01:07:25.412, 5, 0, 0, 136096, 143771, 117.30, 1980, 3201, 32, P0
2026/04/23 01:07:25.412, 6, 0, 0, 136096, 143771, 116.82, 1980, 3201, 35, P0
2026/04/23 01:07:25.412, 7, 0, 0, 135424, 143771, 116.61, 1980, 3201, 31, P0
2026/04/23 01:07:26.412, 0, 0, 0, 139701, 143771, 118.11, 1980, 3201, 36, P0
2026/04/23 01:07:26.412, 1, 0, 0, 136096, 143771, 117.05, 1980, 3201, 33, P0
2026/04/23 01:07:26.412, 2, 0, 0, 136096, 143771, 116.76, 1980, 3201, 34, P0
2026/04/23 01:07:26.412, 3, 0, 0, 136096, 143771, 121.31, 1980, 3201, 34, P0
2026/04/23 01:07:26.412, 4, 0, 0, 136096, 143771, 121.20, 1980, 3201, 35, P0
2026/04/23 01:07:26.413, 5, 0, 0, 136096, 143771, 117.26, 1980, 3201, 32, P0
2026/04/23 01:07:26.413, 6, 0, 0, 136096, 143771, 116.78, 1980, 3201, 35, P0
2026/04/23 01:07:26.413, 7, 0, 0, 135424, 143771, 116.63, 1980, 3201, 31, P0
2026/04/23 01:07:27.413, 0, 0, 0, 139701, 143771, 118.06, 1980, 3201, 36, P0
2026/04/23 01:07:27.413, 1, 0, 0, 136096, 143771, 117.06, 1980, 3201, 33, P0
2026/04/23 01:07:27.413, 2, 0, 0, 136096, 143771, 116.79, 1980, 3201, 34, P0
2026/04/23 01:07:27.413, 3, 0, 0, 136096, 143771, 121.32, 1980, 3201, 34, P0
2026/04/23 01:07:27.413, 4, 0, 0, 136096, 143771, 121.21, 1980, 3201, 35, P0
2026/04/23 01:07:27.413, 5, 0, 0, 136096, 143771, 117.30, 1980, 3201, 32, P0
2026/04/23 01:07:27.413, 6, 0, 0, 136096, 143771, 116.77, 1980, 3201, 35, P0
2026/04/23 01:07:27.413, 7, 0, 0, 135424, 143771, 116.65, 1980, 3201, 31, P0
2026/04/23 01:07:28.413, 0, 0, 0, 139701, 143771, 118.07, 1980, 3201, 36, P0
2026/04/23 01:07:28.413, 1, 0, 0, 136096, 143771, 117.02, 1980, 3201, 33, P0
2026/04/23 01:07:28.413, 2, 0, 0, 136096, 143771, 116.78, 1980, 3201, 34, P0
2026/04/23 01:07:28.413, 3, 0, 0, 136096, 143771, 121.32, 1980, 3201, 34, P0
2026/04/23 01:07:28.413, 4, 0, 0, 136096, 143771, 121.22, 1980, 3201, 35, P0
2026/04/23 01:07:28.413, 5, 0, 0, 136096, 143771, 117.25, 1980, 3201, 32, P0
2026/04/23 01:07:28.413, 6, 0, 0, 136096, 143771, 116.77, 1980, 3201, 35, P0
2026/04/23 01:07:28.413, 7, 0, 0, 135424, 143771, 116.58, 1980, 3201, 31, P0
2026/04/23 01:07:29.414, 0, 0, 0, 139701, 143771, 118.07, 1980, 3201, 36, P0
2026/04/23 01:07:29.414, 1, 0, 0, 136096, 143771, 117.09, 1980, 3201, 33, P0
2026/04/23 01:07:29.414, 2, 0, 0, 136096, 143771, 116.79, 1980, 3201, 34, P0
2026/04/23 01:07:29.414, 3, 0, 0, 136096, 143771, 121.32, 1980, 3201, 34, P0
2026/04/23 01:07:29.414, 4, 0, 0, 136096, 143771, 121.23, 1980, 3201, 35, P0
2026/04/23 01:07:29.414, 5, 0, 0, 136096, 143771, 117.29, 1980, 3201, 32, P0
2026/04/23 01:07:29.414, 6, 0, 0, 136096, 143771, 116.80, 1980, 3201, 35, P0
2026/04/23 01:07:29.414, 7, 0, 0, 135424, 143771, 116.64, 1980, 3201, 31, P0
2026/04/23 01:07:30.414, 0, 0, 0, 139701, 143771, 118.10, 1980, 3201, 36, P0
2026/04/23 01:07:30.414, 1, 0, 0, 136096, 143771, 117.01, 1980, 3201, 33, P0
2026/04/23 01:07:30.414, 2, 0, 0, 136096, 143771, 116.80, 1980, 3201, 34, P0
2026/04/23 01:07:30.414, 3, 0, 0, 136096, 143771, 121.31, 1980, 3201, 34, P0
2026/04/23 01:07:30.414, 4, 0, 0, 136096, 143771, 121.23, 1980, 3201, 35, P0
2026/04/23 01:07:30.414, 5, 0, 0, 136096, 143771, 117.25, 1980, 3201, 32, P0
2026/04/23 01:07:30.414, 6, 0, 0, 136096, 143771, 116.81, 1980, 3201, 35, P0
2026/04/23 01:07:30.414, 7, 0, 0, 135424, 143771, 116.57, 1980, 3201, 31, P0
2026/04/23 01:07:31.414, 0, 0, 0, 139701, 143771, 118.10, 1980, 3201, 36, P0
2026/04/23 01:07:31.414, 1, 0, 0, 136096, 143771, 117.04, 1980, 3201, 33, P0
2026/04/23 01:07:31.414, 2, 0, 0, 136096, 143771, 116.75, 1980, 3201, 34, P0
2026/04/23 01:07:31.414, 3, 0, 0, 136096, 143771, 121.31, 1980, 3201, 34, P0
2026/04/23 01:07:31.414, 4, 0, 0, 136096, 143771, 121.23, 1980, 3201, 35, P0
